,Release Group,Worldwide,Domestic,Foreign,Year
429,Black Hawk Down,"$172,989,651","$108,638,745","$64,350,906",2001
430,The Princess Diaries,"$165,335,153","$108,248,956","$57,086,197",2001
431,Spy Kids,"$147,934,180","$112,719,001","$35,215,179",2001
432,The Mexican,"$147,845,033","$66,845,033","$81,000,000",2001
433,Swordfish,"$147,080,413","$69,772,969","$77,307,444",2001
434,Spy Game,"$143,049,560","$62,362,560","$80,687,000",2001
435,Legally Blonde,"$141,774,679","$96,520,674","$45,254,005",2001
436,Scary Movie 2,"$141,220,678","$71,308,997","$69,911,681",2001
437,Shallow Hal,"$141,069,860","$70,839,203","$70,230,657",2001
438,America's Sweethearts,"$138,307,673","$93,607,673","$44,700,000",2001
439,Save the Last Dance,"$131,706,809","$91,057,006","$40,649,803",2001
440,A Knight's Tale,"$117,487,473","$56,569,702","$60,917,771",2001
441,The Score,"$114,252,154","$71,107,711","$43,144,443",2001
442,Along Came a Spider,"$105,178,561","$74,078,174","$31,100,387",2001
443,Training Day,"$104,876,233","$76,631,907","$28,244,326",2001
444,Jimmy Neutron: Boy Genius,"$102,992,536","$80,936,232","$22,056,304",2001
445,Don't Say a Word,"$100,020,092","$55,001,642","$45,018,450",2001
446,Evolution,"$98,376,292","$38,345,494","$60,030,798",2001
447,I Am Sam,"$97,818,139","$40,311,852","$57,506,287",2001
448,Enemy at the Gates,"$96,976,270","$51,401,758","$45,574,512",2001
449,The Wedding Planner,"$94,728,529","$60,400,856","$34,327,673",2001
450,Behind Enemy Lines,"$91,753,202","$58,856,790","$32,896,412",2001
451,Gosford Park,"$87,754,044","$41,308,615","$46,445,429",2001
452,Ali,"$87,713,825","$58,203,105","$29,510,720",2001
453,Rat Race,"$85,498,534","$56,618,055","$28,880,479",2001
454,Final Fantasy: The Spirits Within,"$85,131,830","$32,131,830","$53,000,000",2001
455,The Animal,"$84,772,742","$57,743,062","$27,029,680",2001
456,Blow,"$83,282,296","$52,990,775","$30,291,521",2001
457,Exit Wounds,"$79,958,599","$51,758,599","$28,200,000",2001
458,Serendipity,"$77,516,304","$50,294,317","$27,221,987",2001
459,Kate & Leopold,"$76,019,048","$47,121,859","$28,897,189",2001
460,Der Schuh des Manitu,"$75,482,094",-,"$75,482,094",2001
461,From Hell,"$74,558,115","$31,602,566","$42,955,549",2001
462,The One,"$72,689,126","$43,905,746","$28,783,380",2001
463,The Royal Tenenbaums,"$71,441,250","$52,364,010","$19,077,240",2001
464,Down to Earth,"$71,186,502","$64,186,502","$7,000,000",2001
465,Brotherhood of the Wolf,"$70,752,904","$11,260,096","$59,492,808",2001
466,Thir13en Ghosts,"$68,467,960","$41,867,960","$26,600,000",2001
467,Pokémon 3 the Movie: Spell of the Unown,"$68,411,275","$17,052,128","$51,359,147",2001
468,Bandits,"$67,631,903","$41,575,141","$26,056,762",2001
469,Not Another Teen Movie,"$66,468,332","$38,252,284","$28,216,048",2001
470,Sweet November,"$65,754,228","$25,288,103","$40,466,125",2001
471,K-PAX,"$65,001,485","$50,338,485","$14,663,000",2001
472,Kiss of the Dragon,"$64,437,847","$36,845,124","$27,592,723",2001
473,Captain Corelli's Mandolin,"$62,112,895","$25,543,895","$36,569,000",2001
474,Zoolander,"$60,780,981","$45,172,250","$15,608,731",2001
475,The Crimson Rivers,"$60,094,966","$594,966","$59,500,000",2001
476,Jeepers Creepers,"$59,217,789","$37,904,175","$21,313,614",2001
477,Heartbreakers,"$57,756,408","$40,336,607","$17,419,801",2001
478,15 Minutes,"$56,359,980","$24,403,552","$31,956,428",2001
479,Driven,"$54,744,738","$32,720,065","$22,024,673",2001
480,Domestic Disturbance,"$54,249,294","$45,246,095","$9,003,199",2001
481,The Closet,"$50,104,745","$6,678,894","$43,425,851",2001
482,Monster's Ball,"$44,909,486","$31,273,922","$13,635,564",2001
483,Recess: School's Out,"$44,460,850","$36,706,141","$7,754,709",2001
484,Hardball,"$44,102,389","$40,222,729","$3,879,660",2001
485,In the Bedroom,"$43,368,779","$35,930,604","$7,438,175",2001
486,See Spot Run,"$43,057,552","$33,357,476","$9,700,076",2001
487,Shaolin Soccer,"$42,776,760","$489,600","$42,287,160",2001
488,Black Knight,"$39,976,235","$33,426,971","$6,549,264",2001
489,Memento,"$39,723,096","$25,544,867","$14,178,229",2001
490,Crocodile Dundee in Los Angeles,"$39,438,674","$25,635,682","$13,802,992",2001
491,Haunted Castle,"$39,093,166","$13,651,656","$25,441,510",2001
492,Someone Like You,"$38,689,940","$27,343,067","$11,346,873",2001
493,What's the Worst That Could Happen?,"$38,464,131","$32,269,834","$6,194,297",2001
494,The Majestic,"$37,317,558","$27,807,266","$9,510,292",2001
495,Valentine,"$36,684,136","$20,384,136","$16,300,000",2001
496,Joy Ride,"$36,642,838","$21,974,919","$14,667,919",2001
497,Riding in Cars with Boys,"$35,743,308","$30,165,536","$5,577,772",2001
498,Original Sin,"$35,402,320","$16,534,221","$18,868,099",2001
499,Jay and Silent Bob Strike Back,"$33,788,161","$30,085,147","$3,703,014",2001
500,Y Tu Mamá También,"$33,616,692","$13,839,658","$19,777,034",2001
501,The Musketeer,"$32,533,802","$27,073,640","$5,460,162",2001
502,Double Take,"$31,603,059","$29,831,583","$1,771,476",2001
503,How High,"$31,283,740","$31,178,740","$105,000",2001
504,Beauty and the Beast 2000 IMAX Release,"$31,033,346","$25,487,190","$5,546,156",2001
505,Joe Dirt,"$30,987,695","$27,087,695","$3,900,000",2001
506,Hearts in Atlantis,"$30,919,415","$24,185,781","$6,733,634",2001
507,Monsoon Wedding,"$30,787,356","$13,885,966","$16,901,390",2001
508,Angel Eyes,"$29,715,606","$24,174,218","$5,541,388",2001
509,The Pledge,"$29,419,291","$19,733,089","$9,686,202",2001
510,Baby Boy,"$29,381,649","$28,734,552","$647,097",2001
511,Heist,"$28,510,652","$23,510,841","$4,999,811",2001
512,The Tailor of Panama,"$28,008,462","$13,729,742","$14,278,720",2001
513,The Brothers,"$27,958,191","$27,457,409","$500,782",2001
514,The Last Castle,"$27,642,707","$18,244,060","$9,398,647",2001
515,Saving Silverman,"$26,086,706","$19,402,030","$6,684,676",2001
516,Corky Romano,"$25,272,752","$23,980,304","$1,292,448",2001
517,The Shipping News,"$24,690,441","$11,434,216","$13,256,225",2001
518,Joe Somebody,"$24,516,772","$22,771,646","$1,745,126",2001
519,Nowhere in Africa,"$24,322,180","$6,180,200","$18,141,980",2001
520,Life as a House,"$23,903,791","$15,667,270","$8,236,521",2001
521,The Glass House,"$23,619,609","$18,150,259","$5,469,350",2001
522,Tomcats,"$23,430,766","$13,558,739","$9,872,027",2001
523,Kingdom Come,"$23,396,049","$23,249,649","$146,400",2001
524,Two Can Play That Game,"$22,391,450","$22,235,901","$155,549",2001
525,Winged Migration,"$21,493,351","$924,651","$20,568,700",2001
526,Amores Perros,"$20,908,467","$5,408,467","$15,500,000",2001
527,Mulholland Drive,"$20,117,339","$7,220,243","$12,897,096",2001
528,Himalaya 2001 Re-release,"$19,960,881","$2,487,878","$17,473,003",2001
529,Crazy/Beautiful,"$19,937,988","$16,937,988","$3,000,000",2001
530,Get Over It,"$19,900,366","$11,576,464","$8,323,902",2001
531,Summer Catch,"$19,772,447","$19,753,553","$18,894",2001
532,Shackleton's Antarctic Adventure,"$19,613,216","$15,553,324","$4,059,892",2001
533,Rock Star,"$19,334,145","$17,008,282","$2,325,863",2001
534,O,"$19,260,537","$16,025,437","$3,235,100",2001
535,The Man Who Wasn't There,"$18,916,623","$7,504,257","$11,412,366",2001
536,The Curse of the Jade Scorpion,"$18,914,307","$7,517,191","$11,397,116",2001
537,3000 Miles to Graceland,"$18,720,175","$15,749,959","$2,970,216",2001
538,Max Keeble's Big Move,"$18,634,654","$17,294,293","$1,340,361",2001
539,Antitrust,"$18,195,610","$11,328,094","$6,867,516",2001
540,Jason X,"$16,951,798","$13,121,555","$3,830,243",2001
541,Sugar & Spice,"$16,908,947","$13,305,101","$3,603,846",2001
542,Just Visiting,"$16,176,732","$4,781,539","$11,395,193",2001
543,Iris,"$16,153,953","$5,594,617","$10,559,336",2001
544,Lantana,"$15,747,450","$4,623,189","$11,124,261",2001
545,Enigma 2001 Re-release,"$15,705,007","$4,301,582","$11,403,425",2001
546,With a Friend Like Harry...,"$15,472,186","$3,830,441","$11,641,745",2001
547,Brother,"$15,250,594","$450,594","$14,800,000",2001
548,Josie and the Pussycats,"$14,866,015","$14,271,015","$595,000",2001
549,Out Cold,"$14,782,676","$13,906,394","$876,282",2001
550,Iron Monkey,"$14,694,904","$14,694,904",-,2001
551,Together,"$14,572,229","$1,034,829","$13,537,400",2001
552,Freddy Got Fingered,"$14,333,252","$14,254,993","$78,259",2001
553,Osmosis Jones,"$14,026,418","$13,596,911","$429,507",2001
554,Ghosts of Mars,"$14,010,832","$8,709,640","$5,301,192",2001
555,American Outlaws,"$13,678,913","$13,342,790","$336,123",2001
556,One Night at McCool's,"$13,473,370","$6,290,673","$7,182,697",2001
557,Head Over Heels,"$13,127,022","$10,424,470","$2,702,552",2001
558,Formula 51,"$12,881,605","$5,204,007","$7,677,598",2001
559,The Girl from Paris,"$12,812,396","$183,266","$12,629,130",2001
560,Apocalypse Now Redux,"$12,543,269","$4,626,290","$7,916,979",2001
561,Say It Isn't So,"$12,320,393","$5,520,393","$6,800,000",2001
562,The Son's Room,"$11,767,402","$1,016,340","$10,751,062",2001
563,Kabhi Khushi Kabhie Gham...,"$11,329,690","$2,902,000","$8,427,690",2001
564,Town & Country,"$10,372,291","$6,719,973","$3,652,318",2001
565,Wasabi,"$10,366,360","$97,220","$10,269,140",2001
566,The Wash,"$10,229,331","$10,097,538","$131,793",2001
567,Sexy Beast,"$10,045,677","$6,946,056","$3,099,621",2001
568,The Deep End,"$10,031,529","$8,823,109","$1,208,420",2001
569,Mad Love,"$9,306,362","$280,046","$9,026,316",2001
570,Kandahar,"$8,914,751","$1,418,314","$7,496,437",2001
571,Son of the Bride,"$8,772,695","$624,757","$8,147,938",2001
572,Ghost World,"$8,764,007","$6,217,849","$2,546,158",2001
573,The Forsaken,"$8,704,851","$7,288,451","$1,416,400",2001
574,Bones,"$8,378,853","$7,316,658","$1,062,195",2001
575,Sex and Lucía,"$7,640,680","$1,594,779","$6,045,901",2001
576,Monkeybone,"$7,622,365","$5,411,999","$2,210,366",2001
577,Mean Machine,"$7,310,206","$92,770","$7,217,436",2001
578,China: The Panda Adventure,"$6,784,985","$3,921,642","$2,863,343",2001
579,The Road Home,"$6,780,490","$1,280,490","$5,500,000",2001
580,The Piano Teacher,"$6,749,315","$1,012,069","$5,737,246",2001
581,Under the Sand,"$6,531,687","$1,452,698","$5,078,989",2001
582,The Devil's Backbone,"$6,459,020","$755,249","$5,703,771",2001
583,Megiddo,"$6,047,691","$6,047,691",-,2001
584,The Golden Bowl,"$5,753,678","$3,050,532","$2,703,146",2001
585,A Fish Tale,"$5,595,327","$563,911","$5,031,416",2001
586,Made,"$5,480,653","$5,313,300","$167,353",2001
587,Read My Lips,"$5,393,526","$1,471,911","$3,921,615",2001
588,Charlotte Gray,"$5,323,109","$741,394","$4,581,715",2001
589,Glitter,"$5,271,666","$4,274,407","$997,259",2001
590,My Wife Is an Actress,"$5,169,438","$1,121,233","$4,048,205",2001
591,Bubble Boy,"$5,007,898","$5,007,898",-,2001
592,The Anniversary Party,"$4,931,888","$4,047,329","$884,559",2001
593,No Man's Land,"$4,858,869","$1,012,153","$3,846,716",2001
594,The Other Side of Heaven,"$4,720,371","$4,720,371",-,2001
595,Tortilla Soup,"$4,574,762","$4,467,615","$107,147",2001
596,On the Line,"$4,403,019","$4,365,455","$37,564",2001
597,Soul Survivors,"$4,299,141","$3,111,545","$1,187,596",2001
598,Left Behind: The Movie,"$4,224,065","$4,224,065",-,2001
599,Lan Yu,"$3,847,964","$116,325","$3,731,639",2001
600,Hedwig and the Angry Inch,"$3,644,200","$3,067,312","$576,888",2001
601,Les Boys III,"$3,557,100","$3,557,100",-,2001
602,Sidewalks of New York,"$3,520,373","$2,402,652","$1,117,721",2001
603,Pootie Tang,"$3,313,583","$3,313,583",-,2001
604,Waking Life,"$3,176,880","$2,901,447","$275,433",2001
605,Songcatcher,"$3,171,273","$3,059,834","$111,439",2001
606,Innocence,"$3,026,796","$2,202,382","$824,414",2001
607,Donnie Darko,"$2,962,988","$517,375","$2,445,613",2001
608,Intimacy,"$2,672,527","$405,094","$2,267,433",2001
609,Lucky Break,"$2,559,317","$54,606","$2,504,711",2001
610,Novocaine,"$2,534,372","$2,036,682","$497,690",2001
611,The Endurance,"$2,453,083","$2,453,083",-,2001
612,Dark Blue World,"$2,381,183","$258,771","$2,122,412",2001
613,High Heels and Low Lifes,"$2,340,411","$228,194","$2,112,217",2001
614,Gabriela,"$2,335,352","$2,335,352",-,2001
615,Escanaba in da Moonlight,"$2,276,602","$2,276,602",-,2001
616,Va Savoir (Who Knows?),"$1,989,779","$907,323","$1,082,456",2001
617,Greenfingers,"$1,961,054","$1,443,067","$517,987",2001
618,God Is Great and I'm Not,"$1,952,817","$73,181","$1,879,636",2001
619,Liam,"$1,945,689","$1,016,021","$929,668",2001
620,Monty Python and the Holy Grail 2001 Re-release,"$1,935,066","$1,827,696","$107,370",2001
621,Late Marriage,"$1,868,298","$1,656,445","$211,853",2001
622,The Luzhin Defence,"$1,864,747","$1,053,070","$811,677",2001
623,Startup.com,"$1,830,008","$1,283,356","$546,652",2001
624,NSync: Bigger Than Live,"$1,808,679","$1,808,679",-,2001
625,How I Killed My Father,"$1,802,142","$145,396","$1,656,746",2001
626,Carman: The Champion,"$1,765,751","$1,765,751",-,2001
627,The Debut,"$1,745,778","$1,745,778",-,2001
628,Elling,"$1,727,470","$314,729","$1,412,741",2001
629,L.I.E.,"$1,667,192","$1,138,836","$528,356",2001
630,Session 9,"$1,612,259","$378,176","$1,234,083",2001
631,Lagaan: Once Upon a Time in India,"$1,546,734","$835,767","$710,967",2001
632,Divided We Fall 2001 Re-release,"$1,544,317","$1,332,586","$211,731",2001
633,The Center of the World,"$1,460,687","$1,101,344","$359,343",2001
634,The Bank,"$1,360,012","$88,414","$1,271,598",2001
635,Ashoka the Great,"$1,340,718","$731,277","$609,441",2001
636,Storytelling,"$1,318,945","$921,445","$397,500",2001
637,Yamakasi,"$1,297,401","$184,441","$1,112,960",2001
638,The Business of Strangers,"$1,287,598","$1,030,920","$256,678",2001
639,The Believer,"$1,274,112","$416,925","$857,187",2001
640,Nuit de noces,"$1,238,180","$1,238,180",-,2001
641,The Affair of the Necklace,"$1,198,113","$471,210","$726,903",2001
642,Time Out,"$1,189,692","$448,542","$741,150",2001
643,The Emperor's New Clothes,"$1,165,545","$661,903","$503,642",2001
644,The Lady and the Duke,"$1,128,137","$331,051","$797,086",2001
645,Tosca,"$1,125,058","$69,613","$1,055,445",2001
646,Sordid Lives,"$1,111,273","$1,111,273",-,2001
647,American Desi,"$1,104,408","$907,835","$196,573",2001
648,Yaadein...,"$1,093,819","$1,000,229","$93,590",2001
649,The Man Who Cried,"$1,090,432","$747,092","$343,340",2001
650,When Brendan Met Trudy,"$1,069,648","$133,376","$936,272",2001
651,All Over the Guy,"$1,051,948","$1,022,324","$29,624",2001
652,Extremedays,"$1,047,553","$1,047,553",-,2001
653,"The Bread, My Sweet","$1,023,156","$1,023,156",-,2001
654,The Princess and the Warrior,"$1,004,858","$872,091","$132,767",2001
655,All Access: Front Row. Backstage. Live!,"$992,683","$992,683",-,2001
656,An American Rhapsody,"$970,676","$850,255","$120,421",2001
657,Faithless,"$918,033","$739,055","$178,978",2001
658,A Song for Martin,"$900,626","$27,983","$872,643",2001
659,Lajja,"$871,706","$376,000","$495,706",2001
660,Brigham City,"$852,206","$852,206",-,2001
661,Blow Dry,"$830,286","$637,769","$192,517",2001
662,Behind the Sun,"$805,755","$19,861","$785,894",2001
663,About Adam,"$802,951","$159,668","$643,283",2001
664,Trembling Before G-d,"$788,896","$788,896",-,2001
665,Fat Girl,"$765,705","$725,854","$39,851",2001
666,Texas Rangers,"$763,740","$623,374","$140,366",2001
667,Bread and Roses,"$706,876","$533,479","$173,397",2001
668,Bully,"$704,808","$480,811","$223,997",2001
669,Happy Accidents,"$688,523","$688,523",-,2001
670,The Caveman's Valentine,"$687,194","$687,194",-,2001
671,Alias Betty,"$667,087","$208,400","$458,687",2001
672,Focus,"$645,418","$645,418",-,2001
673,Dinner Rush,"$634,566","$634,566",-,2001
674,The Trumpet of the Swan,"$628,387","$102,202","$526,185",2001
675,Our Lady of the Assassins,"$624,525","$525,330","$99,195",2001
676,The Grey Zone,"$621,592","$517,872","$103,720",2001
677,The Fluffer,"$599,523","$563,373","$36,150",2001
678,My First Mister,"$595,005","$568,762","$26,243",2001
679,Forgive Me Father,"$582,787","$582,787",-,2001
680,Me You Them,"$560,943","$323,923","$237,020",2001
681,The Circle 2001 Re-release,"$519,354","$440,554","$78,800",2001
682,Big Eden,"$512,451","$512,451",-,2001
683,Karmina 2,"$508,969","$508,969",-,2001
684,His Secret Life,"$500,930","$215,449","$285,481",2001
685,The Invisible Circus,"$494,630","$77,578","$417,052",2001
686,Tape,"$490,475","$490,475",-,2001
687,In Praise of Love,"$485,003","$252,074","$232,929",2001
688,Warm Water Under a Red Bridge,"$453,754","$71,094","$382,660",2001
689,Porn Star: The Legend of Ron Jeremy,"$421,516","$421,516",-,2001
690,Tuvalu,"$411,678","$411,678",-,2001
691,Lost and Delirious,"$396,897","$307,233","$89,664",2001
692,Pauline and Paulette,"$395,175","$139,789","$255,386",2001
693,Millennium Mambo,"$393,351","$14,904","$378,447",2001
694,Born Romantic,"$376,090","$15,545","$360,545",2001
695,Keep the River on Your Right: A Modern Cannibal Tale,"$373,366","$373,366",-,2001
696,Nico and Dani,"$372,850","$370,562","$2,288",2001
697,Me Without You,"$369,226","$304,909","$64,317",2001
698,The Adventures of Felix,"$363,409","$363,409",-,2001
699,Grateful Dawg,"$360,251","$360,251",-,2001
700,Lumumba,"$352,296","$352,296",-,2001
701,Come Undone,"$326,484","$326,484",-,2001
702,The Weight of Water,"$321,279","$109,130","$212,149",2001
703,Bride of the Wind,"$318,823","$318,823",-,2001
704,Under the Sun,"$316,020","$316,020",-,2001
705,Russian Doll,"$313,901","$127,103","$186,798",2001
706,101 Reykjavík 2001 Re-release,"$301,882","$126,404","$175,478",2001
707,Series 7: The Contenders,"$300,086","$195,065","$105,021",2001
708,Wet Hot American Summer,"$295,206","$295,206",-,2001
709,The Body,"$280,777","$36,849","$243,928",2001
710,Piñero,"$275,171","$275,171",-,2001
711,Life and Debt,"$263,107","$263,107",-,2001
712,What Time Is It There?,"$258,592","$195,760","$62,832",2001
713,Happenstance,"$251,444","$251,444",-,2001
714,Time and Tide,"$243,978","$10,770","$233,208",2001
715,Audition,"$242,759","$131,296","$111,463",2001
716,The Independent,"$238,431","$238,431",-,2001
717,Chopper,"$236,185","$236,185",-,2001
718,Fast Food Fast Women,"$228,787","$17,131","$211,656",2001
719,Funny Girl 2001 Re-release,"$224,263","$223,306",$957,2001
720,Beautiful Creatures,"$217,679","$55,835","$161,844",2001
721,Beijing Bicycle,"$215,854","$66,131","$149,723",2001
722,The Vertical Ray of the Sun,"$201,247","$110,134","$91,113",2001
723,Diamond Men,"$191,221","$191,221",-,2001
724,One Week,"$190,441","$190,441",-,2001
725,The Hidden Fortress,"$183,579","$183,579",-,2001
726,Burnt Money,"$183,132","$183,132",-,2001
727,Fulltime Killer,"$181,662","$23,124","$158,538",2001
728,Chop Suey,"$179,914","$179,914",-,2001
729,Maybe Baby,"$165,046","$20,501","$144,545",2001
730,Punks,"$160,083","$160,083",-,2001
731,Jodi No. 1,"$156,415","$82,834","$73,581",2001
732,The Gleaners & I,"$155,320","$155,320",-,2001
733,Go Tigers!,"$151,779","$151,779",-,2001
734,Vampire Hunter D: Bloodlust,"$151,086","$151,086",-,2001
735,The Day I Became a Woman,"$149,971","$149,971",-,2001
736,Ayurveda: Art of Being,"$146,713","$32,267","$114,446",2001
737,Company Man,"$146,193","$146,193",-,2001
738,Swiri,"$135,892","$98,452","$37,440",2001
739,Baran,"$125,900","$125,900",-,2001
740,Dancing at the Blue Iguana,"$122,121","$67,913","$54,208",2001
741,All the Queen's Men,"$121,258","$23,662","$97,596",2001
